pagina	pregunta	respuesta
0355	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0355	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0355	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0100	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0100	tipo_entidad	La respuesta es c) Internacional.
0100	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0177	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0177	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0177	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0392	tipo_entidad	La respuesta es c) Internacional.
0392	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0392	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0528	tipo_entidad	La respuesta es c) Internacional.
0528	tipo_entidad	La respuesta es b) Nacional.
0528	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0426	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0426	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0426	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0095	tipo_entidad	La respuesta es c) Internacional.
0095	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0095	tipo_entidad	La respuesta es c) Internacional.
0347	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0347	tipo_entidad	La respuesta es b) Nacional.
0347	tipo_entidad	La respuesta es b) Nacional.
0173	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0173	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0173	tipo_entidad	La respuesta es b) Nacional (ejemplo: Chile)
0501	tipo_entidad	La respuesta es c) Internacional.
0501	tipo_entidad	La respuesta es c) Internacional.
0501	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0009	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0009	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0009	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0575	tipo_entidad	La respuesta es c) Internacional.
0575	tipo_entidad	c) Internacional (ejemplo: América Latina, global) La corrupción política es un problema que afecta a múltiples países y regiones, por lo que su alcance es internacional. La corrupción puede ser una lacra que afecta a sociedades en diferentes partes del mundo, y su tipificación legal y consecuencias pueden variar según el país y la legislación en vigor.
0575	tipo_entidad	c) Internacional (ejemplo: América Latina, global) La corrupción es un problema que se extiende más allá de fronteras nacionales y regionales, afectando a muchos países y sistemas políticos a nivel global.
0373	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0373	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0373	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0462	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0462	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0462	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
