pagina	pregunta	respuesta
0238	vision	La respuesta es d) Otro (especifica). La corrupción es abordada en el texto como un fenómeno complejo que involucra la percepción y la denuncia de casos de corrupción, la eficacia de la Fiscalía en la investigación de estos casos y los obstáculos que enfrenta la entidad para combatirla. Sin embargo, la visión de la corrupción en este texto no se centra en la dimensión sistémica, como por ejemplo, en cómo la corrupción se relaciona con el sistema político, económico o social en su conjunto, ni en cómo puede ser abordada a través de reformas institucionales o cambios en la cultura organizacional. En lugar de eso, la corrupción se presenta como un problema que se puede abordar a través de la investigación y la denuncia de casos específicos, y la eficacia de la Fiscalía en
0238	consecuencias	a) Penas y sanciones legales.
0238	que_muestra	La respuesta es c) Ambos
0238	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0238	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0238	involucrados	La respuesta es d) Ciudadanos concretos, f) Funcionario público (con capacidad de decisión y mando).
0238	formalidad	La respuesta es a) Formal.
0238	nivel_educacion	La respuesta es b) Media-superior.
0238	tono	La respuesta es a) Positivo.
0238	emociones	La respuesta es h) Ninguna.
0238	tipo_entidad	La respuesta es h) Academia.
0238	origen_entidad	La respuesta es a) Nacional.
0238	proposito	La respuesta es d) Educar sobre el tema.
0238	informacion_presentada	La respuesta es a) Factual.
0238	vision	La respuesta es d) Otro.
0238	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0238	que_muestra	La respuesta es c) Ambos.
0238	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0238	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0238	involucrados	La respuesta es c) Empresas, f) Funcionario público (con capacidad de decisión y mando).
0238	formalidad	La respuesta es a) Formal.
0238	nivel_educacion	La respuesta es b) Media-superior.
0238	tono	La respuesta es b) Negativo.
0238	emociones	La respuesta es g) Culpa.
0246	tipo_entidad	La respuesta es h) Academia.
0246	origen_entidad	La respuesta es a) Nacional.
0246	proposito	La respuesta es d) Educar sobre el tema.
0246	informacion_presentada	La respuesta es a) Factual.
0246	vision	La respuesta es d) Otro.
0246	consecuencias	La respuesta es a) Penas y sanciones legales.
0246	que_muestra	La respuesta es d) Ninguna de las anteriores.
0246	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0246	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0246	involucrados	La respuesta es a, b, d, e, f, h.
0246	formalidad	La respuesta es a) Formal.
0246	nivel_educacion	La respuesta es b) Media-superior (mayor a 11 años de edad).
0246	tono	La respuesta es a) Positivo.
0246	emociones	La respuesta es g) Culpa.
0246	tipo_entidad	La respuesta es h) Academia.
0246	origen_entidad	La respuesta es b) Internacional.
0246	proposito	La respuesta es d) Educar sobre el tema.
0246	informacion_presentada	La respuesta es a) Factual (datos concretos).
0246	vision	La respuesta es d) Otro.
0246	consecuencias	La respuesta es a) Penas y sanciones legales.
0246	que_muestra	La respuesta es d) Ninguna de las anteriores.
0246	intencion	La respuesta es c) Tomar acciones frente al problema.
0246	localizacion_problema	La respuesta es c) No aplica.
0246	involucrados	La respuesta es b) Gobierno nacional (por ejemplo: gobierno de Colombia).
0246	formalidad	La respuesta es a) Formal.
0246	nivel_educacion	La respuesta es b) Media-superior (mayor a 11 años de edad)
0246	tono	La respuesta es b) Negativo.
0246	emociones	La respuesta es h) Ninguna.
0246	tipo_entidad	La respuesta es a) ONG (Organización No Gubernamental) o de la sociedad civil.
0246	origen_entidad	La respuesta es a) Nacional.
0246	proposito	La respuesta es d) Educar sobre el tema.
0246	informacion_presentada	La respuesta es a) Factual.
0246	vision	La respuesta es d) Otro. La perspectiva de corrupción que se presenta en el texto se centra en la regulación y las leyes existentes en Colombia para prevenir, investigar y sancionar actos de corrupción, así como promover la transparencia y la integridad en la gestión pública. Esta perspectiva se enfoca en la creación y fortalecimiento de instituciones, leyes y mecanismos para combatir la corrupción, más que en los casos o personas específicas involucradas en la corrupción.
0246	consecuencias	La respuesta es a) Penas y sanciones legales.
0246	que_muestra	La respuesta es c) Ambos.
0246	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0246	localizacion_problema	c) No aplica La pregunta parece referirse a la ubicación geográfica o ámbito de la corrupción, pero el texto analizado se centra en la legislación colombiana y la lucha contra la corrupción en ese país, por lo que no se ajusta a ninguna de las opciones a o b.
0246	involucrados	La respuesta es b, c, e, f.
0246	formalidad	La respuesta es a) Formal.
0246	nivel_educacion	La respuesta es b) Media-superior (mayor a 11 años de edad).
0246	tono	La respuesta es b) Negativo.
0246	emociones	La respuesta es h) Ninguna.
0324	tipo_entidad	La respuesta es h) Academia.
0324	origen_entidad	b) Internacional.
0324	proposito	La respuesta es d) Educar sobre el tema.
0324	informacion_presentada	La respuesta es a) Factual.
0324	vision	La respuesta es d) Otro (especifica).
0324	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0324	que_muestra	La respuesta es c) Ambos.
0324	intencion	La respuesta es b) Tomar conciencia general del problema.
0324	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0324	involucrados	La respuesta es c) Empresas.
0324	formalidad	La respuesta es a) Formal.
0324	nivel_educacion	La respuesta es b) Media-superior (mayor a 11 años de edad).
0324	tono	La respuesta es a) Positivo.
0324	emociones	La respuesta es h) Ninguna.
0324	tipo_entidad	La respuesta es h) Academia.
0324	origen_entidad	La respuesta es b) Internacional.
0324	proposito	La respuesta es d) Educar sobre el tema.
0324	informacion_presentada	La respuesta es a) Factual.
0324	vision	La respuesta es d) Otro.
0324	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0324	que_muestra	La respuesta es d) Ninguna de las anteriores.
0324	intencion	La respuesta es e) Realizar denuncias.
0324	localizacion_problema	La respuesta es b) Internacional.
0324	involucrados	La respuesta es a) Gobierno local, c) Empresas, d) Ciudadanos concretos y f) Funcionario público.
0324	formalidad	La respuesta es a) Formal.
0324	nivel_educacion	La respuesta es b) Media-superior.
0324	tono	La respuesta es b) Negativo.
0324	emociones	La respuesta es a) Alegría.
0324	tipo_entidad	La respuesta es h) Academia.
0324	origen_entidad	La respuesta es b) Internacional.
0324	proposito	La respuesta es d) Educar sobre el tema.
0324	informacion_presentada	La respuesta es a) Factual.
0324	vision	La respuesta es d) Otro (especifica).
0324	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0324	que_muestra	La respuesta es c) Ambos.
0324	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0324	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0324	involucrados	La respuesta es c) Empresas.
0324	formalidad	La respuesta es a) Formal.
0324	nivel_educacion	La respuesta es b) Media-superior (mayor a 11 años de edad).
0324	tono	La respuesta es a) Positivo.
0324	emociones	La respuesta es h) Ninguna.
0444	tipo_entidad	La respuesta es h) Academia.
0444	origen_entidad	La respuesta es b) Internacional.
0444	proposito	La respuesta es d) Educar sobre el tema.
0444	informacion_presentada	La respuesta es a) Factual.
0444	vision	La respuesta es d) Otro (especifica). La corrupción es abordada desde una perspectiva de derechos y la relación con la exclusión social, la ingobernabilidad y la desconfianza social, enfatizando el papel de las Convenciones del Sistema de Naciones Unidas en la lucha contra la corrupción.
0444	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0444	que_muestra	La respuesta es b) Problemas derivados de la corrupción.
0444	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0444	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0444	involucrados	La respuesta es b) Gobierno nacional (ejemplo: gobierno de Mexico) y c) Empresas.
0444	formalidad	La respuesta es a) Formal.
0444	nivel_educacion	La respuesta es b) Media-superior (mayor a 11 años de edad).
0444	tono	La respuesta es b) Negativo.
0444	emociones	La respuesta es h) Ninguna.
0444	tipo_entidad	La respuesta es h) Academia.
0444	origen_entidad	La respuesta es b) Internacional.
0444	proposito	La respuesta es d) Educar sobre el tema
0444	informacion_presentada	La respuesta es a) Factual.
0444	vision	La respuesta es d) Otro (especifica). La corrupción se aborda en el texto desde una perspectiva centrada en derechos, enfatizando su relación con la exclusión social, la ingobernabilidad y la crisis de legitimidad en las democracias de la región, así como su impacto en la transparencia pública y la realización de los derechos sociales, económicos y culturales.
0444	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0444	que_muestra	La respuesta es c) Ambos.
0444	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0444	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global)
0444	involucrados	La respuesta es c) Empresas.
0444	formalidad	La respuesta es a) Formal.
0444	nivel_educacion	La respuesta es b) Media-superior (mayor a 11 años de edad).
0444	tono	La respuesta es b) Negativo.
0444	emociones	La respuesta es h) Ninguna.
0444	tipo_entidad	La respuesta es h) Academia.
0444	origen_entidad	La respuesta es b) Internacional.
0444	proposito	La respuesta es d) Educar sobre el tema.
0444	informacion_presentada	La respuesta es a) Factual.
0444	vision	La respuesta es d) Otro. La perspectiva de corrupción en el texto se centra en los aspectos sistémicos y estructurales que la caracterizan, como la relación entre crimen organizado, exclusión social e ingobernabilidad, y la falta de transparencia pública y la corrupción como causa de la crisis de legitimidad en las democracias de la región. También se analiza la tipificación de la corrupción en el marco de las competencias jurídicas nacionales e internacionales, y las contribuciones de Naciones Unidas en la materia. Esta perspectiva no se centra en delitos o casos particulares, sino en el problema sistémico de la corrupción y sus implicaciones en el desarrollo de la región.
0444	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0444	que_muestra	La respuesta es b) Problemas derivados de la corrupción.
0444	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0444	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0444	involucrados	La respuesta es a, c y f)
0444	formalidad	La respuesta es a) Formal.
0444	nivel_educacion	La respuesta es b) Media-superior (mayor a 11 años de edad).
0444	tono	La respuesta es b) Negativo.
0444	emociones	La respuesta es h) Ninguna.
0059	tipo_entidad	La respuesta es a) ONG (Organización No Gubernamental) o de la sociedad civil.
0059	origen_entidad	La respuesta es b) Internacional.
0059	proposito	La respuesta es c) Mostrar estadísticas del problema.
0059	informacion_presentada	La respuesta es a) Factual.
0059	vision	La respuesta es d) Otro (especifica).
0059	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0059	que_muestra	La respuesta es c) Ambos.
0059	intencion	La respuesta es c) Tomar acciones frente al problema.
0059	localizacion_problema	La respuesta es b) Internacional.
0059	involucrados	La respuesta es d) Ciudadanos concretos.
0059	formalidad	La respuesta es a) Formal.
0059	nivel_educacion	La respuesta es b) Media-superior.
0059	tono	La respuesta es b) Negativo.
0059	emociones	h) Ninguna La respuesta se ajusta a la perspectiva de corrupción del texto, que describe los problemas de corrupción a nivel global, la falta de avances en la lucha contra la corrupción y la importancia de fortalecer los sistemas de justicia para combatir la corrupción.
